Periodo Hasta AA-Actual;C.Ofi;Oficina Venta;C.Prev;Preventa;Cod.Cliente;Nombre Comercial;CodigoInterno;Cod.Cad;Cadena;Agrupacion;Tipo Establecimiento;Fecha Alta;Ult.Comp.Helados;Ref.Cum Actual;Ref.Cum Anterior;Desviacion;Ref.Tot Anterior;Ref.SinCompra 1;Ref.SinCompra 2;Ref.SinCompra 3;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401180642;LA BARRANQUILLA ALMERIMAR;32758;;;Bares y Cafeter¡as;BAR Y CAFETERIA;17/03/2012;15/02/2025;0;36;-36;36;MDLZ BB MILKA N2 20X90ML;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401385619;CAFETERIA ALAMEDA;8580;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/05/2024;13/05/2026;2;11;-9;11;MDLZ SNDW OREO 24X110;MAXIBON CLASIC N5 24X140 ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;866010656;COSTA COSTA HOTEL;7973;8660158;HERMANOS COSTA;Hoteles y Hostales;HOTELES Y HOSTALES;25/11/1999;28/04/2026;0;7;-7;7;PIR FANTASMIKOS N5 18X75;BOKA ZAS NATA N4 24x100ML;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401400116;KEBAB RICO;9627;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/02/2025;27/02/2025;0;27;-27;27;MDLZ BB MILKA N2 20X90ML;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;73;JOSE MIGUEL ANDUJAR;401241238;MEDITERRANEO 24 HORAS;31030;000015235;PKO 24 HORAS;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;25/05/2018;24/04/2026;25;30;-5;30;MAXIBON CHSCAKE 24X140ML ;MAXIBON WAFFLE N2 24X140;MDLZ OREO BTOP N1 20x100;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;401012054;TIENDA CHINA;3327;8660172;FERNANDEZ TORREGLOSA;Varios;VARIOS/OTROS NO CLASIFICABLES;02/07/2012;14/04/2026;20;26;-6;26;MAXIBON CHSCAKE 24X140ML ;MAXIBON WAFFLE N2 24X140;NUII NA CH.NEG N2 20x90;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401388755;KIOSCO SAN JOSE;32729;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/06/2024;02/05/2026;35;36;-1;36;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;PIRULO FRUIT JOY 24X65ML;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;866015127;CAFETERIA PUERTO REY;5127;;;Bares y Cafeter¡as;BAR Y CAFETERIA;23/01/2007;08/04/2026;24;29;-5;29;NUII CRM AUSTRAL.N4 20X90;NUII TEXPECAN N1 20X90;PIRL COOL LIMON N3 24X99;
05-2025 -> 05-2026;2866;LORCA;73;JOSE MIGUEL ANDUJAR;401180394;CHUCHERIAS LOS CARAMELOS;30036;;;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;08/03/2007;09/05/2026;26;31;-5;31;MAXIBON CHSCAKE 24X140ML ;MAXIBON WAFFLE N2 24X140;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401383700;VENTA MURCIA;9676;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/04/2024;28/01/2026;0;8;-8;8;MDLZ SNDW OREO 24X110;MDLZ BB MILKA N2 20X90ML;NUII CRM AUSTRAL.N4 20X90;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;866011484;BAR LOZANO;1484;;;Bares y Cafeter¡as;BAR Y CAFETERIA;03/01/2007;05/05/2026;2;4;-2;4;PIR FANTASMIKOS N5 18X75;NUII CRM AUSTRAL.N4 20X90;;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401329909;VINOTECA RAMOS;32426;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/04/2022;10/04/2025;0;6;-6;6;SMARTIES PUSHUP 20x85MLN7;MAXIBON CLASIC N5 24X140 ;PIR FANTASMIKOS N5 18X75;
05-2025 -> 05-2026;2866;LORCA;05;JOSE SANCHEZ;401310971;CAFE TUMAR;9485;;;Bares y Cafeter¡as;BAR Y CAFETERIA;29/04/2021;16/04/2026;12;18;-6;18;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401366554;KIOSCO CARLOTA;31169;000013233;DON ANGEL-PORTOMAGNO;Impulso Tradicional;KIOSCO FIJO (NO PROPIEDAD NEST;01/10/2023;05/05/2026;35;36;-1;36;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;PIRULO FRUIT JOY 24X65ML;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;401366715;PAK SUPERMERCADOS;8356;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;06/11/2023;16/04/2026;22;25;-3;25;NUII TEXPECAN N1 20X90;MDLZ SNDW OREO 24X110;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;93;MARI CARMEN PREVENTA;401232723;HOTEL BEST SABINAL;39231;B6835;BEST HOTELES;Hoteles y Hostales;HOTELES Y HOSTALES;08/03/2018;12/05/2026;18;19;-1;19;NUII TEXPECAN N1 20X90;PIRL COOL LIMON N3 24X99;PIR COOL FRESA N3 24X99ML;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401278072;BAR LA 3¦ EDAD;32740;;;Bares y Cafeter¡as;BAR Y CAFETERIA;02/09/2019;09/04/2026;4;26;-22;26;CHOCOCLACK N2 24x90ML;EXTR LM CHESCK 16x110ML;EXTR DOBLE CHON2 16x120ML;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;400840747;CAFETERIA LUIS MIGUEL;296;;;Bares y Cafeter¡as;BAR Y CAFETERIA;29/04/2009;16/04/2026;17;18;-1;18;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401378983;RODRIGUEZ CASA¥AS ANGELES;32690;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2024;30/07/2025;0;10;-10;10;PIR FANTASMIKOS N5 18X75;MAXIBON CLASIC N5 24X140 ;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;93;MARI CARMEN PREVENTA;401181266;E.S.BP LA COSTA;30512;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;16/05/2016;21/08/2025;0;6;-6;6;CHOCOCLACK N2 24x90ML;MAXIBON CLASIC N5 24X140 ;PIRL COOL LIMON N3 24X99;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180199;EL CUARTEL BAR;30557;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/12/1997;20/08/2025;0;7;-7;7;EXTR DOBLE CHON2 16x120ML;MAXIBON CLASIC N5 24X140 ;PIR FANTASMIKOS N5 18X75;
05-2025 -> 05-2026;2866;LORCA;80;JUAN LUIS GALLEGO ;401180360;LOS DOMINGUEZ RESTAURANTE;32736;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;21/03/2006;02/05/2026;2;5;-3;5;MAXIBON CLASIC N5 24X140 ;NUII ALM.JAVA N5 20X90;PIRL MIKOLAPIZ N4 20x88ML;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401324479;CHIRINGUITO EL HOYO 10;40729;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;27/12/2021;15/10/2025;0;6;-6;6;MDLZ SNDW OREO 24X110;EXTR DOBLE CHON2 16x120ML;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;93;MARI CARMEN PREVENTA;401180285;BP ESTACION DE SERVICIO;32435;000016996;E.S. BP ALMERIA;Conveniencia;ESTACIONES DE SERVICIO / GASOL;23/06/2004;26/03/2026;18;19;-1;19;MAXIBON WAFFLE N2 24X140;NUII TEXPECAN N1 20X90;EXTR FRESA NA N3 16X120ML;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180457;TIENDA LAS CHUCHES III;30081;000013225;LAS CHUCHES;Impulso Tradicional;TIENDAS DE CHUCHERIAS/FRUTOS S;23/04/2008;06/05/2026;35;36;-1;36;PIRULO FRUIT JOY 24X65ML;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;401271067;PANADERIA COYFER;8599;000016366;PANADERIAS COYFER;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;21/05/2019;28/04/2026;35;36;-1;36;PIRULO FRUIT JOY 24X65ML;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;401274656;RESTAURANTE MAXCALY;8340;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;24/06/2019;28/03/2026;0;26;-26;26;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;80;JUAN LUIS GALLEGO ;401348372;PK™ DULCE Y SALADO CENTRO;32503;000015235;PKO 24 HORAS;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;01/02/2023;12/05/2026;23;29;-6;29;MAXIBON CHSCAKE 24X140ML ;PIRULO SANDIA N4 36x73ML;NUII CRM AUSTRAL.N4 20X90;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401349494;RESTAURANTE MAR AZUL;32683;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/03/2023;24/04/2026;17;20;-3;20;PIRULO MANGO 36x70ML;PIRULO FRUIT JOY 24X65ML;MDLZ MNBITCUP OREO 12x105;
05-2025 -> 05-2026;2866;LORCA;10;EDGAR WIDRIDO GRANDA;401351056;CARNICERIA FRUTERIA HALAL;8692;;;Varios;VARIOS/OTROS NO CLASIFICABLES;01/03/2023;13/05/2026;35;36;-1;36;EXTR LM CHESCK 16x110ML;PIRULO FRUIT JOY 24X65ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;400821451;KIOSCO LUPE;4096;;;Impulso Tradicional;KIOSCO FIJO (NO PROPIEDAD NEST;19/12/2008;13/05/2026;35;36;-1;36;PIRULO FRUIT JOY 24X65ML;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;401389310;CHIRINGUITO EL PUERTO;8353;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/07/2024;13/08/2025;0;7;-7;7;PIRULO SANDIA N4 36x73ML;PIRL COOL LIMON N3 24X99;PIR COOL FRESA N3 24X99ML;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;401204039;EXPO BAR;7838;;;Bares y Cafeter¡as;BAR Y CAFETERIA;20/04/2017;05/05/2026;5;7;-2;7;MAXIBON WAFFLE N2 24X140;NUII CRM AUSTRAL.N4 20X90;EXTR FRESA NA N3 16X120ML;
05-2025 -> 05-2026;2866;LORCA;05;JOSE SANCHEZ;866015121;MULTIOCIO PARK;5121;;;Bares y Cafeter¡as;BAR Y CAFETERIA;09/01/2007;23/04/2026;20;23;-3;23;MAXIBON CHSCAKE 24X140ML ;MAXIBON WAFFLE N2 24X140;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;82;LUIS PARDO;401383706;CAFE BAR LA ESTACION;32717;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/04/2024;16/04/2025;0;5;-5;5;CHOCOCLACK N2 24x90ML;PIRL MIKOLAPIZ N4 20x88ML;MAXIBON POPSCRUN N4 12X80;
05-2025 -> 05-2026;2866;LORCA;73;JOSE MIGUEL ANDUJAR;401352082;CAFETERIA CARMA;32542;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2023;13/05/2026;17;22;-5;22;MDLZ BB MILKA N2 20X90ML;MAXIBON CHSCAKE 24X140ML ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401352188;CHIRINGUITO EL PLAYAZO;8341;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/03/2023;28/03/2026;14;15;-1;15;NUII TEXPECAN N1 20X90;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;400954883;APARTHOTEL ADVISE REINA;1387;;;Hoteles y Hostales;HOTELES Y HOSTALES;05/04/2011;12/05/2026;9;13;-4;13;BOKA ZAS NATA N4 24x100ML;EXTR FRESA NA N3 16X120ML;EXTR VAINILLA N4 16x120ML;
05-2025 -> 05-2026;2866;LORCA;93;MARI CARMEN PREVENTA;401374502;E.S. N§12144 REPSOL;70076;B6345;LOGISTA SA;Conveniencia;ESTACIONES DE SERVICIO / GASOL;08/01/2024;28/08/2025;0;15;-15;15;MAXIBON CLASIC N5 24X140 ;NUII CRM AUSTRAL.N4 20X90;NUII ALM.JAVA N5 20X90;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;400997719;BAR ROMERA;710;;;Bares y Cafeter¡as;BAR Y CAFETERIA;07/05/2012;05/05/2026;25;29;-4;29;MDLZ OREO BTOP N1 20x100;MDLZ BB OREO 20X90ML;PIRL COOL LIMON N3 24X99;
05-2025 -> 05-2026;2866;LORCA;93;MARI CARMEN PREVENTA;401406474;8794 EROSKI AGUILAS;70084;B8055;Eroski-Caprabo CST;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/05/2025;06/05/2026;5;17;-12;17;MDLZ BB MILKA N2 20X90ML;MAXIBON CLASIC N5 24X140 ;NUII CRM AUSTRAL.N4 20X90;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;866015635;PANADERIA 4 ESTACIONES;5635;;;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;16/03/2005;29/04/2026;18;28;-10;28;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;MAXIBON WAFFLE N2 24X140;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;401384448;RESTAUR.PARRILA LOS 60;8449;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/05/2024;07/05/2026;0;11;-11;11;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;401384583;CAMPING PLAYA PARAZUELOS;8433;;;Ocio;CAMPING/PISCINAS/POLIDEPORTIVO;01/05/2024;07/05/2026;16;26;-10;26;EXTR CRML SALADO 16x110ML;MDLZ BB MILKA N2 20X90ML;MDLZ BBTOBLERONE N1 20X90;
05-2025 -> 05-2026;2866;LORCA;93;MARI CARMEN PREVENTA;401233750;HOTEL PUEBLO INDALO;30963;B6835;BEST HOTELES;Hoteles y Hostales;HOTELES Y HOSTALES;19/03/2018;12/05/2026;11;18;-7;18;PIRULO FRUIT JOY 24X65ML;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;05;JOSE SANCHEZ;401373979;BAR LA PALESTRA;8366;8660147;EL BERRO;Bares y Cafeter¡as;BAR Y CAFETERIA;18/12/2023;09/04/2026;0;28;-28;28;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;866014217;GASOLINERA EL LIMITE;6771;000010351;ANDAMUR;Conveniencia;ESTACIONES DE SERVICIO / GASOL;01/01/1998;06/05/2026;17;18;-1;18;MDLZ BB MILKA N2 20X90ML;EXTR CRML SALADO 16x110ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180720;HOTEL ARENAS CENTER;50235;;;Hoteles y Hostales;HOTELES Y HOSTALES;19/03/2013;06/05/2026;0;19;-19;19;EXTR DOBLE CHON2 16x120ML;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401373104;LA MITICA TAVERNETTA;32658;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/12/2023;26/02/2025;0;5;-5;5;BOKA ZAS NATA N4 24x100ML;EXTR VAINILLA N4 16x120ML;EXTR DOBLE CHON2 16x120ML;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401378048;CHIRINGUITO PACO'S;30021;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/03/2024;08/05/2026;7;22;-15;22;SMARTIES PUSHUP 20x85MLN7;CHOCOCLACK N2 24x90ML;PIRL COOL LIMON N3 24X99;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;400744799;E.S. PLAYASO PERCHELES;5160;000004425;BP OIL ESPA¥A S.A.U.;Conveniencia;ESTACIONES DE SERVICIO / GASOL;08/03/2007;23/04/2026;9;14;-5;14;PIRULO MANGO 36x70ML;NUII ALMBCO JAVA N2 20X90;PIRL COOL LIMON N3 24X99;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;401393442;SUPER ZURGENA;5986;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/10/2024;12/06/2025;0;8;-8;8;MDLZ SNDW OREO 24X110;NUII TEXPECAN N1 20X90;PIR FANTASMIKOS N5 18X75;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;401075285;BAR MORABU;8625;;;Bares y Cafeter¡as;BAR Y CAFETERIA;03/03/2014;23/04/2026;18;24;-6;24;MDLZ BB MILKA N2 20X90ML;MAXIBON CHSCAKE 24X140ML ;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401232971;ESTACION DE SERVICIO CEPS;32812;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;01/03/2018;26/03/2026;8;19;-11;19;MAXIBON CLASIC N5 24X140 ;MDLZ BB MILKA N2 20X90ML;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180346;CAFETERIA HELADERIA COTO;30007;;;Bares y Cafeter¡as;BAR Y CAFETERIA;30/01/2006;09/05/2026;0;21;-21;21;MDLZ BB MILKA N2 20X90ML;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;73;JOSE MIGUEL ANDUJAR;401312302;ATEN OIL SECTOR AOPERACIO;32890;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;17/05/2021;02/05/2026;9;21;-12;21;MDLZ SNDW OREO 24X110;MAXIBON WAFFLE N2 24X140;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;35;RAUL MARTINEZ ;401294267;CHIRINGUITO EL RECREO;9324;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;15/06/2020;18/09/2025;0;30;-30;30;CHOCOCLACK N2 24x90ML;MDLZ SNDW OREO 24X110;MDLZ BB MILKA N2 20X90ML;
05-2025 -> 05-2026;2866;LORCA;80;JUAN LUIS GALLEGO ;401374369;BAR EL PUERTO;31919;000018136;CHIRINGUITO PESETA BAHIA ;Bares y Cafeter¡as;BAR Y CAFETERIA;01/01/2024;12/09/2025;0;28;-28;28;MDLZ BB MILKA N2 20X90ML;MAXIBON COOKIE N5 24x150;MDLZ SNDW OREO 24X110;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180225;BAR ANTONIO;32507;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/12/1997;16/10/2025;0;6;-6;6;MDLZ BB MILKA N2 20X90ML;MAXIBON CLASIC N5 24X140 ;EXTR VAINILLA N4 16x120ML;
05-2025 -> 05-2026;2866;LORCA;10;EDGAR WIDRIDO GRANDA;401406268;CARNICERIA HALAL PTO.LUMB;9544;;;Varios;VARIOS/OTROS NO CLASIFICABLES;01/05/2025;16/09/2025;0;26;-26;26;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180854;CARNICERIA Y FRUTERIA;32299;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;29/04/2014;01/04/2026;17;19;-2;19;MAXIBON COOKIE N5 24x150;MAXIBON WAFFLE N2 24X140;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401288743;BEACH CLUB BOCAINA;31940;;;Bares y Cafeter¡as;BAR Y CAFETERIA;09/03/2020;30/04/2026;35;36;-1;36;PIRULO FRUIT JOY 24X65ML;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;03;MARTIN MANCHON;400987369;RTE.CHINO FU ZAOU CHAOU;9283;000007710;ALIMENTACION FULE;Restaurantes;RESTAURANTES CHINOS;28/02/2012;12/05/2026;4;6;-2;6;MAXIBON CLASIC N5 24X140 ;NUII ALM.JAVA N5 20X90;;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401180648;KIOSKO PORTOMAGNO@;30201;000013233;DON ANGEL-PORTOMAGNO;Casetas NESTLE;CASETA/KIOSCO NESTLE (PROPIEDA;28/03/2012;29/04/2026;35;36;-1;36;PIRULO FRUIT JOY 24X65ML;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;10;EDGAR WIDRIDO GRANDA;401377017;CARNICERIA AL ANDALUS;8423;;;Varios;VARIOS/OTROS NO CLASIFICABLES;31/01/2024;03/03/2026;14;36;-22;36;MDLZ BB MILKA N2 20X90ML;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;80;JUAN LUIS GALLEGO ;401180700;TIENDA 24 HORAS;30226;000015235;PKO 24 HORAS;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;07/02/2013;12/05/2026;26;30;-4;30;EXTR CRML SALADO 16x110ML;EXTR DOBLE CHON2 16x120ML;PIRULO MANGO 36x70ML;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401363405;MESON LA BRASA;32316;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/07/2023;06/05/2026;10;15;-5;15;MDLZ BB MILKA N2 20X90ML;NUII ALMBCO JAVA N2 20X90;CHOCOCLACK N2 24x90ML;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401408010;PIZZERIA VESUVIO;9690;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/05/2025;23/04/2026;7;14;-7;14;MAXIBON CHSCAKE 24X140ML ;MAXIBON CLASIC N5 24X140 ;MDLZ SNDW OREO 24X110;
05-2025 -> 05-2026;2866;LORCA;72;JOSE MIGUEL  ACACIO;401196612;E.S. LA ALQUERIA 96967;30692;B6345;LOGISTA SA;Conveniencia;ESTACIONES DE SERVICIO / GASOL;01/02/2017;04/10/2025;0;7;-7;7;NUII ALM.JAVA N5 20X90;CHOCOCLACK N2 24x90ML;EXTR DOBLE CHON2 16x120ML;
05-2025 -> 05-2026;2866;LORCA;05;JOSE SANCHEZ;866015013;ESTACION SERV.GUADALENTIN;10416;8660149;DEGESCO, S.L.;Conveniencia;ESTACIONES DE SERVICIO / GASOL;03/05/2004;17/09/2025;0;17;-17;17;MAXIBON CLASIC N5 24X140 ;MDLZ SNDW OREO 24X110;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401361374;RESTAURANTE LA PITA;32401;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/06/2023;12/05/2026;0;11;-11;11;EXTREME NATA N2 16X110ML;PIR FANTASMIKOS N5 18X75;PIRULO SANDIA N4 36x73ML;
05-2025 -> 05-2026;2866;LORCA;33;DOMINGO GINER ;401325621;ALIMENTACION MULTIPRECIO;8259;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/02/2022;11/04/2026;25;27;-2;27;CONO KIT KAT N5 16x110ML;PIRULO MANGO 36x70ML;NUII TEXPECAN N1 20X90;
05-2025 -> 05-2026;2866;LORCA;81;ANDRES MARIA CRUZ;401308773;BAR PASEO DEL GOLF;32110;;;Bares y Cafeter¡as;BAR Y CAFETERIA;05/04/2021;12/05/2026;1;6;-5;6;NUII ALM.JAVA N5 20X90;EXTR FRESA NA N3 16X120ML;EXTR VAINILLA N4 16x120ML;
05-2025 -> 05-2026;2866;LORCA;05;JOSE SANCHEZ;401123917;EL CINE BAR;7288;;;Bares y Cafeter¡as;BAR Y CAFETERIA;09/04/2015;25/02/2026;0;14;-14;14;MAXIBON CLASIC N5 24X140 ;MDLZ SNDW OREO 24X110;MAXIBON WAFFLE N2 24X140;
05-2025 -> 05-2026;2866;LORCA;02;BARTOLO .;866011509;BAR CASINO;10176;;;Bares y Cafeter¡as;BAR Y CAFETERIA;24/01/2006;21/04/2026;0;7;-7;7;MDLZ SNDW OREO 24X110;CHOCOCLACK N2 24x90ML;MAXIBON CHSCAKE 24X140ML ;
05-2025 -> 05-2026;2866;LORCA;05;JOSE SANCHEZ;866012600;BAR LA PARRA;2600;8660147;EL BERRO;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;16/08/1998;19/08/2025;0;9;-9;9;EXTR DOBLE CHON2 16x120ML;EXTR CRML SALADO 16x110ML;MAXIBON COOKIE N5 24x150;
05-2025 -> 05-2026;2866;LORCA;93;MARI CARMEN PREVENTA;401248659;POMODORO INDALO;31786;000003020;GRUPO VIVAS;Bares y Cafeter¡as;BAR Y CAFETERIA;08/10/2018;27/03/2025;0;4;-4;4;MAXIBON CLASIC N5 24X140 ;MDLZ SNDW OREO 24X110;PIR FANTASMIKOS N5 18X75;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401307730;BAR HELADERIA MIRADOR;32096;;;Bares y Cafeter¡as;BAR Y CAFETERIA;19/03/2021;30/04/2026;35;36;-1;36;PIRULO FRUIT JOY 24X65ML;EXTR LM CHESCK 16x110ML;EXTREME NATA N2 16X110ML;
05-2025 -> 05-2026;2866;LORCA;16;FRANCISCO JOSE ASENSIO ;866016301;CAFETERIA BAR LUCERO;8539;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;28/11/2006;06/05/2026;0;16;-16;16;MDLZ BBTOBLERONE N1 20X90;MAXIBON CHSCAKE 24X140ML ;MAXIBON COOKIE N5 24x150;
