Semana-A¤o;C.Ofi;Oficina Venta;Cod.Cliente Winter;Nombre Comercial;CodigoInterno;Canal;Cuota Anual;Cuota Mes;Venta Mes;Dif. Mes;Cuota Cum;Venta Cum;Dif. Cum;
19-2026;2866;LORCA;401180428;HOTEL VERA PLAYA CLUB;70066;HELADO;14882,59;444,53;0,00;444,53;1033,14;1365,16;-332,02;
19-2026;2866;LORCA;401350887;CAFETERIA DULCE LUNA;10021;HELADO;2065,16;58,39;0,00;58,39;1247,98;0,00;1247,98;
19-2026;2866;LORCA;401221715;CAFETERIA PALMITO;35001;HELADO;1811,58;93,28;0,00;93,28;179,19;518,33;-339,14;
19-2026;2866;LORCA;401412463;EUROPIZZA ADRA;32885;HELADO;1148,06;21,41;0,00;21,41;163,76;0,00;163,76;
19-2026;2866;LORCA;401419107;RESTAURANTE AMORE;10107;HELADO;1000,00;25,82;0,00;25,82;197,30;187,92;9,38;
19-2026;2866;LORCA;400970112;CAMPING SIERRA ESPU¥A;1697;HELADO;5102,92;238,97;0,00;238,97;1234,98;1464,72;-229,74;
19-2026;2866;LORCA;401427611;ALMERIA NICO III SALON;39266;HELADO;900,00;23,22;0,00;23,22;0,00;0,00;0,00;
19-2026;2866;LORCA;401427638;SAN ISIDRO TREBOL SALON;39267;HELADO;900,00;23,22;0,00;23,22;0,00;0,00;0,00;
19-2026;2866;LORCA;401309250;CAFETERIA CARPEDIEM;10317;HELADO;597,41;143,38;0,00;143,38;0,00;310,84;-310,84;
19-2026;2866;LORCA;400930248;HELADERIA VENECIA;10444;HELADO;4971,68;199,86;-23,88;223,74;2024,80;527,38;1497,42;
19-2026;2866;LORCA;401180267;BUR POLLO HAMBURGUESERIA;30611;HELADO;1961,95;12,57;0,00;12,57;898,04;861,20;36,84;
19-2026;2866;LORCA;401360685;EUROCIEN;30638;HELADO;624,56;21,72;-61,08;82,80;420,88;175,32;245,56;
19-2026;2866;LORCA;401422870;EL BODEGON;30462;HELADO;8000,00;206,40;0,00;206,40;1179,20;958,13;221,07;
19-2026;2866;LORCA;401004541;SALON FESTIN;1701;HELADO;1113,84;103,03;0,00;103,03;363,70;103,00;260,70;
19-2026;2866;LORCA;401416021;BODEGA LOS SANCHEZ;30203;HELADO;1386,75;30,88;0,00;30,88;236,16;174,80;61,36;
19-2026;2866;LORCA;401401863;BAR LA PAMPA;8080;HELADO;3702,40;80,01;3,40;76,61;1901,00;1728,92;172,08;
19-2026;2866;LORCA;401413188;EL RINCON DE J&S;32891;HELADO;2473,62;58,61;0,00;58,61;443,59;0,00;443,59;
19-2026;2866;LORCA;401419397;VEGAPARK CENTRO DE OCIO I;32893;HELADO;1000,00;25,80;0,00;25,80;197,30;0,00;197,30;
19-2026;2866;LORCA;401423197;CAFETERIA OASIS VERA PLAY;10398;HELADO;1000,00;25,80;0,00;25,80;147,40;3,40;144,00;
19-2026;2866;LORCA;401180527;CAFE BAR REST.TIO FELIPE@;32844;HELADO;685,83;12,57;0,00;12,57;213,72;1042,59;-828,87;
19-2026;2866;LORCA;401363147;AREA DE SERVICIO AGETRANS;8940;HELADO;3129,32;86,51;0,00;86,51;1021,43;686,20;335,23;
19-2026;2866;LORCA;401402836;HELADERIA ANYAN;9655;HELADO;2671,09;54,22;0,00;54,22;1621,88;688,32;933,56;
19-2026;2866;LORCA;401421040;RESTAURANTE COTO RI¥ALES;7922;HELADO;1000,00;25,80;0,00;25,80;185,10;0,00;185,10;
19-2026;2866;LORCA;401426702;BOMBONI SWEET BAKERY;10393;HELADO;1000,00;25,80;0,00;25,80;111,20;0,00;111,20;
19-2026;2866;LORCA;401378998;DON SALVATORE-PANTERA ROS;8545;HELADO;583,61;35,24;0,00;35,24;126,67;0,00;126,67;
19-2026;2866;LORCA;401379397;CHIRINGUITO HENROK;3607;HELADO;8043,43;37,14;0,00;37,14;1571,48;1649,89;-78,41;
19-2026;2866;LORCA;401425613;CAFE BAR LA ESCUSA;10431;HELADO;1000,00;25,80;0,00;25,80;111,20;3,40;107,80;
19-2026;2866;LORCA;401403198;KIOSCO LA PACA;9670;HELADO;1215,29;21,55;0,00;21,55;454,09;751,32;-297,23;
19-2026;2866;LORCA;401327317;EL PUCHERO;8843;HELADO;2813,77;78,81;0,00;78,81;1533,53;1478,12;55,41;
19-2026;2866;LORCA;401374502;E.S. N§12144 REPSOL;70076;HELADO;1791,93;49,77;0,00;49,77;631,35;0,00;631,35;
19-2026;2866;LORCA;401313354;CHIRINGUITO EL CHUMBO;9596;HELADO;15294,24;212,78;0,00;212,78;2576,37;1526,86;1049,51;
19-2026;2866;LORCA;401351406;CLUB DE TENIS LOS ALAMOS;8494;HELADO;3351,14;78,24;0,00;78,24;1367,10;1118,20;248,90;
19-2026;2866;LORCA;400789750;CHIRINGUITO MACENAS PLAYA;8576;HELADO;4106,09;58,42;0,00;58,42;723,50;807,48;-83,98;
19-2026;2866;LORCA;401293781;PANADERIA HORTENSIA;31976;HELADO;539,10;85,44;0,00;85,44;0,00;394,92;-394,92;
19-2026;2866;LORCA;401314874;HONGYINN QI;9524;HELADO;3283,72;44,99;0,00;44,99;1195,29;1158,28;37,01;
19-2026;2866;LORCA;401427882;PAUSE COFFE COCKTAIL;32925;HELADO;17000,00;438,60;0,00;438,60;0,00;0,00;0,00;
19-2026;2866;LORCA;401351610;LAGO DEL MESON;8994;HELADO;3151,53;143,95;0,00;143,95;1370,87;0,00;1370,87;
19-2026;2866;LORCA;401180212;PARRITAS RESTAURANTE;32455;HELADO;1377,02;24,04;0,00;24,04;491,09;317,28;173,81;
19-2026;2866;LORCA;401383699;TIJUANA BURGUER S.L.;8450;HELADO;3337,22;211,19;0,00;211,19;362,67;1153,74;-791,07;
19-2026;2866;LORCA;401331765;KIOSCOS AREA CAMPER;8912;HELADO;1934,91;42,19;0,00;42,19;1008,03;0,00;1008,03;
19-2026;2866;LORCA;401426035;EXCALIBUR GASTRO BAR;9567;HELADO;1000,00;25,80;0,00;25,80;111,20;307,92;-196,72;
19-2026;2866;LORCA;401384595;TETERIA SABINAL;32734;HELADO;474,63;64,52;0,00;64,52;0,00;269,36;-269,36;
19-2026;2866;LORCA;401417443;RESTAURANTE LA CAVERNA;10219;HELADO;999,70;25,80;0,00;25,80;197,28;0,00;197,28;
19-2026;2866;LORCA;401321378;24 HORAS KOKI;32279;HELADO;5192,27;199,73;0,00;199,73;929,96;1167,36;-237,40;
19-2026;2866;LORCA;401421534;ASADERO CIUDAD JARDIN;9149;HELADO;1000,00;25,80;0,00;25,80;185,10;1302,80;-1117,70;
19-2026;2866;LORCA;401420809;PIZZERIA LA POSADA;9479;HELADO;1000,00;25,80;0,00;25,80;185,10;0,00;185,10;
19-2026;2866;LORCA;401357891;LOMF76 RES CIUDAD EL EJID;39548;HELADO;1762,39;47,85;0,00;47,85;0,00;194,88;-194,88;
19-2026;2866;LORCA;401348196;ENDULZATE;32501;HELADO;1959,23;17,10;0,00;17,10;756,81;842,64;-85,83;
19-2026;2866;LORCA;401408600;PENSION PLAYA TERREROS;10031;HELADO;1168,21;29,32;0,00;29,32;218,35;0,00;218,35;
19-2026;2866;LORCA;401423912;SUPER MOULOUD;8508;HELADO;1000,00;25,80;0,00;25,80;147,40;675,88;-528,48;
19-2026;2866;LORCA;401374285;CAFE BAR LA MAYOR;32357;HELADO;13534,44;333,28;0,00;333,28;3233,67;3376,08;-142,41;
19-2026;2866;LORCA;401338632;PAK DONER KEBAB;8959;HELADO;1999,62;0,00;0,00;0,00;920,96;0,00;920,96;
19-2026;2866;LORCA;401265512;CAFETERIA HELADERIA OCEAN;9105;HELADO;3887,49;79,99;0,00;79,99;1811,74;946,64;865,10;
19-2026;2866;LORCA;401324479;CHIRINGUITO EL HOYO 10;40729;HELADO;1133,77;82,63;0,00;82,63;227,82;0,00;227,82;
19-2026;2866;LORCA;401426143;PANADERIA CAMPILLO;10009;HELADO;1000,00;25,80;0,00;25,80;111,20;429,92;-318,72;
19-2026;2866;LORCA;401356491;LOI396 C.COMPA¥IA MARIA A;39836;HELADO;2057,46;207,06;0,00;207,06;0,00;0,00;0,00;
19-2026;2866;LORCA;401275376;FRUTERIA ROMERA;31847;HELADO;1657,35;42,47;0,00;42,47;752,06;0,00;752,06;
19-2026;2866;LORCA;401403747;CHIRINGUITO MANACA;9684;HELADO;10603,54;238,60;0,00;238,60;1824,61;0,00;1824,61;
19-2026;2866;LORCA;866011186;EST.SERVICIO CIUDAD SOL;1186;HELADO;2097,27;52,95;0,00;52,95;574,69;682,00;-107,31;
19-2026;2866;LORCA;401424328;MESON EL BUEN YANTAR;8095;HELADO;1000,00;25,80;0,00;25,80;147,40;1396,56;-1249,16;
19-2026;2866;LORCA;401180555;E.S. GONGORA 96945 AGUDLC;30141;HELADO;954,35;29,36;0,00;29,36;344,66;0,00;344,66;
19-2026;2866;LORCA;401405279;LA TIENDA DE CAMPER;32845;HELADO;503,87;78,90;0,00;78,90;122,05;0,00;122,05;
19-2026;2866;LORCA;401410447;AL GAJO;10024;HELADO;931,70;24,45;0,00;24,45;186,99;0,00;186,99;
19-2026;2866;LORCA;401211957;LAS PLANCHAS;8636;HELADO;2443,13;64,85;0,00;64,85;648,38;256,04;392,34;
19-2026;2866;LORCA;401405498;ECOSUR;9350;HELADO;913,46;138,99;0,00;138,99;183,04;0,00;183,04;
19-2026;2866;LORCA;401180708;CHIRINGUITO EL ANCLA@;30228;HELADO;2375,07;59,44;0,00;59,44;496,04;497,31;-1,27;
19-2026;2866;LORCA;401196612;E.S. LA ALQUERIA 96967;30692;HELADO;1384,64;31,41;0,00;31,41;266,42;0,00;266,42;
19-2026;2866;LORCA;401407339;ZIZOU PASTEL;9191;HELADO;3139,87;384,58;0,00;384,58;612,62;964,70;-352,08;
19-2026;2866;LORCA;401353069;CHIRINGUITO;8321;HELADO;1868,36;78,44;0,00;78,44;0,00;369,56;-369,56;
19-2026;2866;LORCA;401402236;TERRAZA BAR ALSODUX;32823;HELADO;3077,68;88,45;0,00;88,45;1343,51;203,08;1140,43;
19-2026;2866;LORCA;401427720;FRUTERIA COSTA AFRICA;31964;HELADO;4000,00;103,20;0,00;103,20;0,00;0,00;0,00;
19-2026;2866;LORCA;401363453;HAO HAO BAZAR ALIMENTACIO;8371;HELADO;1241,43;47,75;0,00;47,75;658,19;325,12;333,07;
19-2026;2866;LORCA;401377020;BAR EL CALLEJON;8693;HELADO;916,75;140,75;0,00;140,75;0,00;0,00;0,00;
19-2026;2866;LORCA;401403489;PANADERIA LA VIA;5755;HELADO;545,60;0,00;0,00;0,00;463,86;0,00;463,86;
19-2026;2866;LORCA;401232174;SUPERMERCADO YIN;30925;HELADO;2078,62;81,94;0,00;81,94;883,58;1103,36;-219,78;
19-2026;2866;LORCA;401422778;COGE LA LUNA;30262;HELADO;1200,00;30,96;0,00;30,96;176,88;0,00;176,88;
19-2026;2866;LORCA;401426046;HELADERIA SWEET MARTINA;32913;HELADO;20000,00;607,06;0,00;607,06;2616,47;0,00;2616,47;
19-2026;2866;LORCA;401417160;TOSTADELIA;9654;HELADO;5998,20;154,78;0,00;154,78;1183,68;561,56;622,12;
19-2026;2866;LORCA;401407498;BAZAR ZAAIM;10017;HELADO;1292,21;196,90;0,00;196,90;245,45;0,00;245,45;
19-2026;2866;LORCA;401423136;TIENDA DE PASO;32902;HELADO;1000,00;25,80;0,00;25,80;147,40;0,00;147,40;
19-2026;2866;LORCA;401180518;PIZZERIA SINGAPUR I;30977;HELADO;2157,95;35,34;0,00;35,34;455,26;569,30;-114,04;
19-2026;2866;LORCA;866010287;RTE. FUENTE DEL HILO;8851;HELADO;2321,05;91,29;0,00;91,29;1175,13;1409,91;-234,78;
19-2026;2866;LORCA;401278072;BAR LA 3¦ EDAD;32740;HELADO;3906,88;88,86;0,00;88,86;768,30;336,84;431,46;
19-2026;2866;LORCA;401410346;QUE DULCE TENTACION!!;32517;HELADO;981,27;25,47;0,00;25,47;194,81;295,36;-100,55;
19-2026;2866;LORCA;401380050;CLUB PADEL INDROV;32487;HELADO;834,89;39,66;0,00;39,66;404,17;413,60;-9,43;
19-2026;2866;LORCA;401352188;CHIRINGUITO EL PLAYAZO;8341;HELADO;2095,23;21,41;0,00;21,41;574,13;585,96;-11,83;
19-2026;2866;LORCA;401160768;RESTAURANTE NAUTICO;7100;HELADO;1427,75;52,54;0,00;52,54;265,21;473,40;-208,19;
19-2026;2866;LORCA;401356184;LONG76 COLEGIO VALDESERRA;39834;HELADO;2776,83;84,85;0,00;84,85;730,67;1105,44;-374,77;
19-2026;2866;LORCA;401236800;HOTEL CABO GATA BEACH;30998;HELADO;15281,80;159,64;0,00;159,64;3232,47;318,48;2913,99;
19-2026;2866;LORCA;401420487;LA DESPENSA DE TANI;10144;HELADO;2000,00;51,60;0,00;51,60;370,20;1749,78;-1379,58;
19-2026;2866;LORCA;401410707;EL ENCUENTRO TIPICO;10030;HELADO;1323,13;32,19;0,00;32,19;246,18;677,28;-431,10;
19-2026;2866;LORCA;401425340;CARNICERIA SAID;9038;HELADO;1500,00;38,70;0,00;38,70;166,80;903,96;-737,16;
19-2026;2866;LORCA;401355922;L0ID67 COCI C.ALMERIA1931;39832;HELADO;3724,05;141,42;0,00;141,42;0,00;0,00;0,00;
19-2026;2866;LORCA;401408223;KIOSCO ARENA Y AZUCAR;32858;HELADO;7119,71;180,02;0,00;180,02;1347,05;0,00;1347,05;
19-2026;2866;LORCA;401307730;BAR HELADERIA MIRADOR;32096;HELADO;29900,64;587,73;0,00;587,73;7496,89;5735,85;1761,04;
19-2026;2866;LORCA;401377171;ALIMENTACION XU;5701;HELADO;1952,97;84,81;0,00;84,81;900,31;1012,40;-112,09;
19-2026;2866;LORCA;401379994;TAPERIA LAUMAR;8438;HELADO;1544,59;63,08;0,00;63,08;241,82;972,24;-730,42;
19-2026;2866;LORCA;401374369;BAR EL PUERTO;31919;HELADO;3883,82;341,77;0,00;341,77;849,90;0,00;849,90;
19-2026;2866;LORCA;401241726;DUMBO-LORCA;70026;HELADO;4287,62;149,97;0,00;149,97;0,00;0,00;0,00;
19-2026;2866;LORCA;401421030;FUTERIA JUAN Y LOLI;8302;HELADO;1000,00;25,80;0,00;25,80;185,10;749,48;-564,38;
19-2026;2866;LORCA;401180748;MOJITO PLAYA;31875;HELADO;1089,39;48,53;0,00;48,53;486,48;215,50;270,98;
19-2026;2866;LORCA;401425612;ALIMENTACION JIN TOTANA;10430;HELADO;1000,00;25,80;0,00;25,80;111,20;167,36;-56,16;
19-2026;2866;LORCA;401407595;ALEA 2 BAR;10018;HELADO;1084,64;21,45;0,00;21,45;164,06;33,33;130,73;
19-2026;2866;LORCA;401348758;PUB TUDELA;32506;HELADO;687,04;0,00;0,00;0,00;687,04;0,00;687,04;
19-2026;2866;LORCA;401180654;KIOSCO ROGELIO;30204;HELADO;12902,63;330,24;0,00;330,24;0,00;0,00;0,00;
19-2026;2866;LORCA;401404958;PISCINA PADULES;32843;HELADO;6518,24;146,97;0,00;146,97;1123,94;0,00;1123,94;
19-2026;2866;LORCA;401337927;BAR SOPALMO;8901;HELADO;1054,91;12,74;0,00;12,74;213,06;460,23;-247,17;
19-2026;2866;LORCA;401331425;BAR FUENTES;8077;HELADO;1667,52;52,27;0,00;52,27;792,83;722,88;69,95;
19-2026;2866;LORCA;401180297;HOTEL VICTORIA;30639;HELADO;4986,55;236,64;0,00;236,64;1156,85;1146,94;9,91;
19-2026;2866;LORCA;401413224;TODO MARKET ALIMEN.EUROPA;10047;HELADO;2197,28;64,83;0,00;64,83;495,79;1102,04;-606,25;
19-2026;2866;LORCA;401398969;RESTAURANTE ASIATICA;9617;HELADO;1408,04;13,87;0,00;13,87;0,00;233,23;-233,23;
19-2026;2866;LORCA;401271067;PANADERIA COYFER;8599;HELADO;5463,78;352,44;0,00;352,44;0,00;1486,96;-1486,96;
19-2026;2866;LORCA;401419359;RESTURANTE CHINO PEKIN 5;9447;HELADO;1000,00;25,80;0,00;25,80;197,30;41,28;156,02;
19-2026;2866;LORCA;866010455;E.S. EL SARGENTO;455;HELADO;2087,27;86,68;0,00;86,68;536,77;742,00;-205,23;
19-2026;2866;LORCA;401421288;ALIMENTACION CRISVAN;32144;HELADO;5500,00;141,90;0,00;141,90;1018,05;935,88;82,17;
19-2026;2866;LORCA;866011509;BAR CASINO;10176;HELADO;1272,51;75,27;0,00;75,27;220,15;24,61;195,54;
19-2026;2866;LORCA;401413477;ANTOJITOS VALLUNO;10013;HELADO;7632,41;190,12;0,00;190,12;1447,49;1290,13;157,36;
19-2026;2866;LORCA;401404223;CARNICERIA FRUTERIA ATLAS;9651;HELADO;1501,89;0,00;0,00;0,00;1501,89;0,00;1501,89;
19-2026;2866;LORCA;401404553;CENTRO MAYORES LA GLORIA;32840;HELADO;836,26;26,32;0,00;26,32;726,58;0,00;726,58;
19-2026;2866;LORCA;401261412;E.S.BP VERA;8392;HELADO;611,09;146,66;0,00;146,66;0,00;0,00;0,00;
19-2026;2866;LORCA;401419038;LA JOVITA PLAYA;8909;HELADO;1000,00;25,82;0,00;25,82;197,30;0,00;197,30;
19-2026;2866;LORCA;401181261;HOTEL MARINA MAR;30508;HELADO;16261,24;353,61;0,00;353,61;0,00;0,00;0,00;
19-2026;2866;LORCA;401231343;FRUTAS V;32070;HELADO;1542,24;55,40;0,00;55,40;519,24;478,84;40,40;
19-2026;2866;LORCA;401425876;HELADERIA MUSSOS;10433;HELADO;1000,00;25,80;0,00;25,80;111,20;607,47;-496,27;
19-2026;2866;LORCA;401254674;BAR VISTA ALEGRE;31163;HELADO;2492,76;77,26;0,00;77,26;667,72;1094,00;-426,28;
19-2026;2866;LORCA;401384952;RESTARUANTE EL PASO;8554;HELADO;1141,00;137,44;0,00;137,44;0,00;0,00;0,00;
19-2026;2866;LORCA;401269420;RTE. LOS BARTOLOS;537;HELADO;1651,34;137,69;0,00;137,69;473,65;0,00;473,65;
19-2026;2866;LORCA;401412125;IS 'BLISS DESERT ROOM';9566;HELADO;2193,64;63,24;0,00;63,24;483,59;0,00;483,59;
19-2026;2866;LORCA;401374284;CHIRINGUITO PESETA BAHIA ;32286;HELADO;4694,18;70,48;0,00;70,48;1015,01;1202,20;-187,19;
19-2026;2866;LORCA;401420568;KEBAB JISMA;10330;HELADO;1000,00;25,80;0,00;25,80;185,10;0,00;185,10;
19-2026;2866;LORCA;401180423;HOTEL PLAYA ZIMBALI;70061;HELADO;50081,61;641,17;0,00;641,17;0,00;0,00;0,00;
19-2026;2866;LORCA;400973373;CAFETERIA PIZZERIA VIGGOS;2295;HELADO;17238,03;458,31;0,00;458,31;5293,04;0,00;5293,04;
19-2026;2866;LORCA;401420348;E.S. OJEDA ALICUN;30053;HELADO;7500,00;193,50;0,00;193,50;1388,25;1396,56;-8,31;
19-2026;2866;LORCA;401180282;TIENDA ENIX;30625;HELADO;1050,98;49,26;0,00;49,26;0,00;0,00;0,00;
19-2026;2866;LORCA;401426972;EL CASINO;32919;HELADO;2500,00;64,50;0,00;64,50;278,00;678,88;-400,88;
19-2026;2866;LORCA;400987369;RTE.CHINO FU ZAOU CHAOU;9283;HELADO;3134,94;54,09;0,00;54,09;1019,98;1018,09;1,89;
19-2026;2866;LORCA;401403763;HOTEL CORTIJO EL SOTILLO;32835;HELADO;904,53;23,91;0,00;23,91;182,88;0,00;182,88;
19-2026;2866;LORCA;401408071;CARNICERIA MORALES;9454;HELADO;411,26;33,74;0,00;33,74;77,52;34,08;43,44;
19-2026;2866;LORCA;401410206;QUICKSAVE-CAMPOSOL;9693;HELADO;1635,17;38,36;0,00;38,36;293,36;0,00;293,36;
19-2026;2866;LORCA;866010215;ESTACION DE SERV.EUROPA;215;HELADO;3224,28;169,45;0,00;169,45;880,02;1066,76;-186,74;
19-2026;2866;LORCA;866012613;LOS ROSALES, BAR;2613;HELADO;1169,28;31,54;0,00;31,54;809,12;742,08;67,04;
19-2026;2866;LORCA;401180676;COLEGIO SEK ALBORAN;30213;HELADO;1812,92;184,79;0,00;184,79;0,00;0,00;0,00;
19-2026;2866;LORCA;401424482;SUPER SANDI;54;HELADO;1000,00;25,80;0,00;25,80;147,40;825,40;-678,00;
19-2026;2866;LORCA;401409743;TABERNA DE SANTI;32866;HELADO;1521,81;39,13;0,00;39,13;299,27;0,00;299,27;
19-2026;2866;LORCA;401210141;ACUARION ROQUETAS;30822;HELADO;1449,00;60,77;0,00;60,77;0,00;0,00;0,00;
19-2026;2866;LORCA;401395236;CAFETERIA ANLU;5788;HELADO;808,99;0,00;0,00;0,00;808,99;0,00;808,99;
19-2026;2866;LORCA;401410056;CHIRINGUITO LA MEDUSA;9166;HELADO;5137,34;137,75;0,00;137,75;1053,45;0,00;1053,45;
19-2026;2866;LORCA;401424703;GUSTO RISTORANTE PIZZERIA;10422;HELADO;1000,00;25,80;0,00;25,80;111,20;0,00;111,20;
19-2026;2866;LORCA;401407792;E.S. SANTO DOMINGO REPSOL;32856;HELADO;2162,32;330,24;0,00;330,24;388,84;0,00;388,84;
19-2026;2866;LORCA;401180319;HOTEL ZORAIDA GARDEN;50659;HELADO;9357,75;72,01;0,00;72,01;56,96;0,00;56,96;
19-2026;2866;LORCA;400744799;E.S. PLAYASO PERCHELES;5160;HELADO;2211,43;27,95;0,00;27,95;494,63;496,20;-1,57;
19-2026;2866;LORCA;401285687;E.S.BAYO LIROLA 33089 REP;39527;HELADO;6878,72;130,40;0,00;130,40;1319,15;1487,36;-168,21;
19-2026;2866;LORCA;401232852;PIZZERIA TREVI PLAYA;9097;HELADO;1259,31;6,63;0,00;6,63;711,51;688,68;22,83;
19-2026;2866;LORCA;401181250;CAFE PUB EIVISSA;30497;HELADO;1319,92;77,81;0,00;77,81;312,65;645,08;-332,43;
19-2026;2866;LORCA;401404241;EXCALIBUR 501;32719;HELADO;1302,86;35,99;0,00;35,99;805,28;877,08;-71,80;
19-2026;2866;LORCA;401423078;REST. COPO MARTIN;10336;HELADO;1000,00;25,80;0,00;25,80;147,40;655,40;-508,00;
19-2026;2866;LORCA;401412889;AKASH DONER KEBAB;10042;HELADO;2039,42;41,76;0,00;41,76;319,34;0,00;319,34;
19-2026;2866;LORCA;401426381;CAFETERIA MAREA;10339;HELADO;1000,00;25,80;0,00;25,80;111,20;3,40;107,80;
19-2026;2866;LORCA;401402209;RTE.GNOMO FELIX;9609;HELADO;1056,47;8,89;0,00;8,89;254,49;103,00;151,49;
19-2026;2866;LORCA;401412753;E.S.ALMERIENSE;32886;HELADO;714,93;21,43;0,00;21,43;163,89;0,00;163,89;
19-2026;2866;LORCA;401180626;HELADERIA VENECIA;30187;HELADO;3114,66;90,11;0,00;90,11;1050,88;1468,48;-417,60;
19-2026;2866;LORCA;401271582;PUB LA TORRE;32270;HELADO;743,08;144,68;0,00;144,68;0,00;651,28;-651,28;
19-2026;2866;LORCA;401325621;ALIMENTACION MULTIPRECIO;8259;HELADO;2816,51;29,12;0,00;29,12;969,20;1194,44;-225,24;
19-2026;2866;LORCA;401390554;CLUB PETANCA SAN DIEGO;9026;HELADO;470,68;77,16;0,00;77,16;0,00;0,00;0,00;
19-2026;2866;LORCA;401419892;BAR CARRERAS;10351;HELADO;1000,00;25,80;0,00;25,80;197,30;7,48;189,82;
