C.Ofi;Oficina Venta;C.Prev;Preventa;C¢d.Cliente;Nombre Comercial;C¢d.Interno;C¢d.Cad;Cadena;Agrupaci¢n;Tipo Establecimiento;Fecha Alta;Ult.Comp.Helados;Total Medios;Armarios;Conservadoras;Vitrinas;Otros;
2866;LORCA;03;MARTIN MANCHON;866010522;SUPERMERCADO PEPA;8031;8660159;MESON PEPA Y GALDEANO, S.;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;22/03/2000;13/05/2026;2;0;2;0;0;
2866;LORCA;03;MARTIN MANCHON;401421846;HELADERIA BETTY;10387;;;Ocio;HELADERIAS/HORCHATERIAS;01/03/2026;12/05/2026;1;0;1;0;0;
2866;LORCA;03;MARTIN MANCHON;401408600;PENSION PLAYA TERREROS;10031;;;Hoteles y Hostales;HOTELES Y HOSTALES;02/06/2025;01/07/2025;2;0;1;1;0;
2866;LORCA;05;JOSE SANCHEZ;866015992;E.S. EL PARETON 6430;5992;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;04/03/2002;29/04/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;866015121;MULTIOCIO PARK;5121;;;Bares y Cafeter¡as;BAR Y CAFETERIA;09/01/2007;23/04/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;866014229;LA PERDIZ CASA FORESTAL;4229;8660147;EL BERRO;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/01/1998;08/05/2026;3;0;3;0;0;
2866;LORCA;05;JOSE SANCHEZ;401331425;BAR FUENTES;8077;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/05/2022;30/03/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401313510;RESTAURANTE RINCON DEL RE;8704;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;24/05/2021;21/04/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401310971;CAFE TUMAR;9485;;;Bares y Cafeter¡as;BAR Y CAFETERIA;29/04/2021;16/04/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401307283;HOGAR LIBRILLA;8853;;;Varios;VARIOS/OTROS NO CLASIFICABLES;12/03/2021;13/05/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401293865;CASA DE LA CULTURA;8799;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/06/2020;12/05/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401245935;RESTAURANTE DOS HERMANAS;8166;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;09/07/2018;13/05/2026;1;1;0;0;0;
2866;LORCA;05;JOSE SANCHEZ;401237360;BAR LA VI¥A;3975;;;Bares y Cafeter¡as;BAR Y CAFETERIA;23/04/2018;30/04/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;866012646;ESTACION DE SERV,VILLASOL;2646;8660149;DEGESCO, S.L.;Conveniencia;ESTACIONES DE SERVICIO / GASOL;25/03/2003;07/04/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;866012600;BAR LA PARRA;2600;8660147;EL BERRO;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;16/08/1998;19/08/2025;2;0;2;0;0;
2866;LORCA;05;JOSE SANCHEZ;866012136;RESTAURANTE LOS MORENOS;10026;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;18/12/2001;12/03/2026;2;0;2;0;0;
2866;LORCA;05;JOSE SANCHEZ;866012092;EST.SERVICIO HNS.BA¥OS;2209;;;Conveniencia;ESTACIONES DE SERVICIO / GASOL;23/10/2001;12/05/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;866010287;RTE. FUENTE DEL HILO;8851;8660147;EL BERRO;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;19/09/2000;30/04/2026;4;0;4;0;0;
2866;LORCA;05;JOSE SANCHEZ;866010206;BAR LOS CORTIJOS;10394;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/01/1998;08/05/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401425793;SHAMBALA CAFE BAR;10432;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/04/2026;13/05/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401425544;SPAR 59;39571;B6614;GRUPO UPPER SOC.COOP.IMP.H.P;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;13/04/2026;16/04/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401407458;BAR RESTAURANTE MARIN;8666;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/05/2025;12/05/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401407274;CAFETERIA LA ABADIA;9535;000004198;BEER & FOOD GRUPO RESTAUR;Bares y Cafeter¡as;BAR Y CAFETERIA;01/05/2025;20/08/2025;1;0;0;1;0;
2866;LORCA;05;JOSE SANCHEZ;401403343;SUPERMERCADO CHARTER;8936;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/04/2025;08/08/2025;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401401136;HOTEL JULIAN***;9102;;;Restaurantes;RESTAURANTES CHINOS;01/03/2025;22/04/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401389698;VENTA LOS PINOS;9534;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/07/2024;21/08/2025;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401373979;BAR LA PALESTRA;8366;8660147;EL BERRO;Bares y Cafeter¡as;BAR Y CAFETERIA;18/12/2023;09/04/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401364070;RESTAURANTE D'RAZA;8378;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/08/2023;12/05/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401363147;AREA DE SERVICIO AGETRANS;8940;;;Varios;VARIOS/OTROS NO CLASIFICABLES;01/07/2023;12/05/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401361024;LA PARADA DE SIERRA ESPU¥;9154;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/06/2023;09/09/2025;2;0;2;0;0;
2866;LORCA;05;JOSE SANCHEZ;401331926;CAMPING TOTANA;4365;000018587;CAMPING TOTANA;Ocio;CAMPING/PISCINAS/POLIDEPORTIVO;01/05/2022;19/08/2025;5;0;5;0;0;
2866;LORCA;05;JOSE SANCHEZ;401123917;EL CINE BAR;7288;;;Bares y Cafeter¡as;BAR Y CAFETERIA;09/04/2015;25/02/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401116147;ACOSTA, BAR;7318;;;Bares y Cafeter¡as;BAR Y CAFETERIA;09/02/2006;30/03/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401116126;PAQUITA, COMESTIBLES;3022;;;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;24/01/2005;21/04/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401106687;CAFE BAR PAPAGAYO;8831;000001516;HEMEROT;Bares y Cafeter¡as;BAR Y CAFETERIA;24/11/2014;13/05/2026;2;0;2;0;0;
2866;LORCA;05;JOSE SANCHEZ;401089070;RESTAURANTE MARQUICOS;2182;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;10/06/2014;06/05/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;401078346;RESTAURANTE EL VALLE;3245;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;28/03/2014;06/05/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;400970112;CAMPING SIERRA ESPU¥A;1697;;;Ocio;CAMPING/PISCINAS/POLIDEPORTIVO;01/07/2011;17/04/2026;3;0;3;0;0;
2866;LORCA;05;JOSE SANCHEZ;400963821;AUTOSERVICIO TOTANA;1563;000010108;AUTOSERVICIO TOTANA;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;27/05/2011;12/05/2026;2;0;2;0;0;
2866;LORCA;05;JOSE SANCHEZ;400936278;AUTOSERVICIO ALIMENTACION;9171;000010108;AUTOSERVICIO TOTANA;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/07/2010;12/05/2026;1;0;1;0;0;
2866;LORCA;05;JOSE SANCHEZ;400921587;CAFE BAR SIERRA ESPU¥A;1193;8660147;EL BERRO;Bares y Cafeter¡as;BAR Y CAFETERIA;21/04/2010;28/04/2026;3;0;3;0;0;
2866;LORCA;05;JOSE SANCHEZ;400815082;SUPER AUTOSERVICIO;6460;000010108;AUTOSERVICIO TOTANA;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;27/08/2008;31/03/2026;1;0;1;0;0;
2866;LORCA;13;JOAQUIN GARCIA;401122539;SUPER POLARIS WORLD 813;6440;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;28/03/2015;02/05/2026;2;0;2;0;0;
2866;LORCA;13;JOAQUIN GARCIA;401120565;HIPER A7;7363;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;16/03/2015;24/04/2026;2;0;2;0;0;
2866;LORCA;13;JOAQUIN GARCIA;401013577;MESON RECREO LOS BOLOS;27611;000004198;BEER & FOOD GRUPO RESTAUR;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;03/09/2012;07/05/2026;6;0;6;0;0;
2866;LORCA;13;JOAQUIN GARCIA;401426035;EXCALIBUR GASTRO BAR;9567;;;Bares y Cafeter¡as;BAR Y CAFETERIA;13/04/2026;17/04/2026;1;0;1;0;0;
2866;LORCA;13;JOAQUIN GARCIA;401420493;THE CLUBHOUSE;10041;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/02/2026;02/05/2026;1;0;1;0;0;
2866;LORCA;13;JOAQUIN GARCIA;401420491;BIS G'S AMERICAN DINER;10040;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/02/2026;14/02/2026;1;0;1;0;0;
2866;LORCA;13;JOAQUIN GARCIA;401412125;IS 'BLISS DESERT ROOM';9566;000019361;HOSPITALITY WEST MURCIA;Ocio;HELADERIAS/HORCHATERIAS;01/07/2025;28/08/2025;1;0;1;0;0;
2866;LORCA;13;JOAQUIN GARCIA;401410571;DULCE SUE¥OS;9375;;;Bares y Cafeter¡as;BAR Y CAFETERIA;16/06/2025;21/08/2025;1;0;0;1;0;
2866;LORCA;13;JOAQUIN GARCIA;401407867;BOKAO BAR;10019;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/05/2025;02/04/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401408010;PIZZERIA VESUVIO;9690;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/05/2025;23/04/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401406487;CARAVANA LAS 3 HERMANAS;31998;;;Varios;VARIOS/OTROS NO CLASIFICABLES;01/05/2025;05/09/2025;2;0;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401181205;BAR MEDITERRANEO;32071;;;Bares y Cafeter¡as;BAR Y CAFETERIA;30/03/2016;12/05/2026;1;1;0;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401180827;REST. HOSTAL PROVENZAL;10025;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;28/03/2014;19/08/2025;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401180691;EST. S.EL PITA 969991U;30220;000000282;CAMPSA-REPS-PETRON-ABANDE;Conveniencia;ESTACIONES DE SERVICIO / GASOL;26/12/2012;14/03/2026;2;0;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401180527;CAFE BAR REST.TIO FELIPE@;32844;;;Bares y Cafeter¡as;BAR Y CAFETERIA;16/03/2010;20/04/2026;5;1;4;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401180518;PIZZERIA SINGAPUR I;30977;000013227;PIZZERIAS SINGAPUR@;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;18/02/2010;12/05/2026;1;1;0;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401180428;HOTEL VERA PLAYA CLUB;70066;B6505;GRUPO HOTELES PLAYA, S.L.;Hoteles y Hostales;HOTELES Y HOSTALES;10/05/2007;12/05/2026;4;1;3;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401180423;HOTEL PLAYA ZIMBALI;70061;B6505;GRUPO HOTELES PLAYA, S.L.;Hoteles y Hostales;HOTELES Y HOSTALES;07/05/2007;01/10/2025;11;2;9;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401296438;BAR VALERO;9551;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/07/2020;17/04/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401293634;E.S.BP;8860;000016996;E.S. BP ALMERIA;Conveniencia;ESTACIONES DE SERVICIO / GASOL;08/06/2020;28/03/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401293005;SUPER TURRE 6345;70051;B6613;COVIRAN TIENDAS;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;04/06/2020;02/05/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401292801;KIOSCO MINIGOLF ALBATROS;31970;;;Impulso Tradicional;KIOSCO FIJO (NO PROPIEDAD NEST;01/06/2020;07/05/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401288743;BEACH CLUB BOCAINA;31940;;;Bares y Cafeter¡as;BAR Y CAFETERIA;09/03/2020;30/04/2026;2;0;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401288638;BAR EL TIMON;31937;;;Bares y Cafeter¡as;BAR Y CAFETERIA;09/03/2020;05/05/2026;1;1;0;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401284948;KIOSCO PAQUITA;31918;;;Impulso Tradicional;KIOSCO FIJO (NO PROPIEDAD NEST;27/01/2020;11/09/2025;2;0;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401277146;RESTAURANTE EL SUIZO;9326;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;29/07/2019;09/05/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401271753;ANTOS BAR;9268;;;Bares y Cafeter¡as;BAR Y CAFETERIA;27/05/2019;10/04/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401266330;HOTEL VALLE DEL ESTE;8491;000015244;QUANTUM ASOCIADOS;Hoteles y Hostales;HOTELES Y HOSTALES;08/04/2019;13/05/2026;6;1;5;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401263374;SUPER VALLE DEL ESTE;8999;000015244;QUANTUM ASOCIADOS;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;18/03/2019;14/04/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401262371;CASA DIEGO 3¦EDAD;32015;;;Bares y Cafeter¡as;BAR Y CAFETERIA;04/03/2019;24/09/2025;1;1;0;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401239109;ESTANCO-1352 DTM;31023;;;Varios;VARIOS/OTROS NO CLASIFICABLES;09/05/2018;07/05/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401214272;KIOSKO VERONICA;35027;;;Impulso Tradicional;KIOSCO FIJO (NO PROPIEDAD NEST;27/07/2017;30/04/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401205907;RESTAURANTE MARTIN MORALE;30784;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;08/05/2017;08/05/2026;5;0;4;1;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401181278;CAFETERIA BELACIO;30521;;;Bares y Cafeter¡as;BAR Y CAFETERIA;02/06/2016;06/08/2024;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401181258;REST. EL BARQUERO;31029;000015177;EL BARQUERO;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;09/05/2016;05/05/2026;1;1;0;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401181242;CAF.BAR PURAVIDA;30493;;;Bares y Cafeter¡as;BAR Y CAFETERIA;24/04/2016;31/08/2021;2;0;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401406119;SUPERMERCADO TOMASA;9688;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/05/2025;03/07/2025;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401405106;TIENDA MONICA;9687;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/04/2025;30/04/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401403767;FABRICA DE LOS GENOVESES;32836;000019112;TORRES Y GONZALEZ DIAZ;Bares y Cafeter¡as;BAR Y CAFETERIA;01/04/2025;08/08/2025;2;0;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401403763;HOTEL CORTIJO EL SOTILLO;32835;000019112;TORRES Y GONZALEZ DIAZ;Hoteles y Hostales;HOTELES Y HOSTALES;01/04/2025;06/06/2025;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401403760;HOTEL DO¥A PAKITA;32834;000019112;TORRES Y GONZALEZ DIAZ;Hoteles y Hostales;HOTELES Y HOSTALES;01/04/2025;22/08/2025;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401403747;CHIRINGUITO MANACA;9684;000019111;MANACA GOURMET;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/04/2025;26/09/2025;2;0;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401403070;RESTAURANTE RUBIO;32827;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/04/2025;09/05/2026;2;0;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401400151;KIOSCO LA ISLETA;32768;;;Impulso Tradicional;KIOSCO FIJO (NO PROPIEDAD NEST;01/02/2025;28/04/2026;2;0;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401399248;RESTAURANTE LAS MARINAS;9620;000019111;MANACA GOURMET;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/01/2025;30/04/2026;2;1;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401395236;CAFETERIA ANLU;5788;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/12/2024;09/04/2025;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401391407;ALIMENTACION REQUENA;32904;;;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/08/2024;24/03/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401389699;PIZZERIA DJANGO;8428;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/07/2024;27/03/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401389309;CAMPING PALOMARES TAIGA;10022;;;Ocio;CAMPING/PISCINAS/POLIDEPORTIVO;01/07/2024;08/10/2025;2;0;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401388755;KIOSCO SAN JOSE;32729;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/06/2024;02/05/2026;3;0;2;1;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401385619;CAFETERIA ALAMEDA;8580;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/05/2024;13/05/2026;2;0;1;1;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401383858;KIOSCO LA FABRIQUILLA;39107;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/05/2024;22/08/2025;6;0;6;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401378577;RTE.RINCON DEL ZAHON;8575;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/03/2024;20/03/2026;2;0;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401378287;SHELL TURRE;8574;000000734;SHELL PENINSULA ABANDERAD;Conveniencia;ESTACIONES DE SERVICIO / GASOL;01/03/2024;09/05/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401374789;EXPENDEDURIA SAN JOSE;30573;;;Varios;VARIOS/OTROS NO CLASIFICABLES;01/01/2024;05/05/2026;2;0;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401362739;CHURRERIA RINCON DE MARIA;8399;;;Varios;VARIOS/OTROS NO CLASIFICABLES;01/07/2023;25/03/2026;2;0;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401361374;RESTAURANTE LA PITA;32401;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/06/2023;12/05/2026;1;1;0;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401359151;SUPERMERCADO ARRECIFE;32616;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;05/06/2023;28/04/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401356891;TAPERIA EL ESCANDALO;8396;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/05/2023;07/05/2026;1;1;0;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401356038;RTE. HOSTAL LA ISLETA;32572;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/05/2023;28/04/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401352595;SUPERMERCADO LAS NEGRAS;32757;000017532;CAI LIPING;Conveniencia;TIENDA DE ALIMENTACION ETNICA ;01/03/2023;07/04/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401352188;CHIRINGUITO EL PLAYAZO;8341;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;01/03/2023;28/03/2026;1;1;0;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401350702;VENTA DEL POBRE;40687;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/03/2023;12/05/2026;2;0;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401350698;BAR RESTAURANTE LA HOYA;30736;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2023;07/05/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401349648;PIZZERIA MEMOLI;8218;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/03/2023;24/04/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401337927;BAR SOPALMO;8901;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/07/2022;23/04/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401328341;HELADERIA VERA PLAYA;7824;;;Ocio;HELADERIAS/HORCHATERIAS;24/03/2022;29/04/2026;4;0;3;1;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401327095;HELADERIA ICE-CREAM PARLO;6884;;;Ocio;HELADERIAS/HORCHATERIAS;01/03/2022;12/05/2026;4;0;2;2;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401324821;KOKOS;9686;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/01/2022;28/05/2025;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401317758;SUPER CABO DE GATA;30707;;;Hogar;SUPERMERCADOS CON 2 O MAS CAJA;01/07/2021;24/03/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401313354;CHIRINGUITO EL CHUMBO;9596;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;24/05/2021;28/04/2026;3;1;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401309099;BAZAR DRAGON;32222;;;Bares y Cafeter¡as;BAR Y CAFETERIA;01/04/2021;26/03/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401307740;CHIRINGUITO CHIRIBUS;32255;;;Ocio;CHIRINGUITOS DE PLAYA/MERENDER;22/03/2021;05/05/2026;5;2;3;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401307730;BAR HELADERIA MIRADOR;32096;;;Bares y Cafeter¡as;BAR Y CAFETERIA;19/03/2021;30/04/2026;4;0;2;2;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401305746;RINCON DEL PUERTO;6539;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;24/02/2021;08/05/2026;3;2;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401180413;BAR CENTRO DE ARTESANIA;31872;;;Bares y Cafeter¡as;BAR Y CAFETERIA;13/04/2007;09/04/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401180405;CARNICERIA PEPE;30045;;;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;27/03/2007;05/08/2025;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401180402;REST. MESON EL 21;30042;000017548;E.S.EL 21;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;27/03/2007;12/05/2026;3;2;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401180391;REST. PALACIO IMPERIAL;9471;;;Restaurantes;RESTAURANTES CHINOS;20/12/2006;07/05/2026;1;1;0;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401180390;H.REST. BELLAVISTA;7924;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;13/12/2006;07/05/2026;2;0;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401180387;BAR JUAN MARIANO;30030;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;05/12/2006;07/05/2026;2;2;0;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401180206;REST.CASA SEBASTIAN;30562;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;01/12/1997;24/09/2025;3;1;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401133481;RTE. YAHO ALTA;7488;;;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;22/06/2015;08/05/2026;3;1;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401094660;CAFETERIA MOYA;6978;;;Bares y Cafeter¡as;BAR Y CAFETERIA;18/08/2014;13/05/2026;2;0;2;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401080178;CAFETERIA VAN GOGM;6296;;;Bares y Cafeter¡as;BAR Y CAFETERIA;09/04/2014;08/05/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401077211;A TODA VELA;7849;000014312;BORRAS RESTAURACION;Restaurantes;RESTAURANTES (NO INCLUYE CHINO;20/03/2014;27/03/2026;1;0;1;0;0;
2866;LORCA;16;FRANCISCO JOSE ASENSIO ;401031376;MINIMARKET VENTA ALFAIX;10178;;;Conveniencia;PASTELERIAS/PANADERIAS/FRUTERI;12/06/2010;09/05/2026;1;0;1;0;0;
